Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable
a salmon,1,3.0,17,36,Simplicity,3,0.16,-287.2968265905836,1,0.34256055363321797
a salmon,2,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,3,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,4,2.0,17,36,Simplicity,2,0.16,-268.78169943697156,1,0.6401384083044982
a salmon,5,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,6,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,7,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,8,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
a salmon,9,2.0,17,36,Simplicity,2,0.16,-266.8682773734588,1,0.5847750865051904
an eagle,1,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,2,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,3,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,4,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,5,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,6,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,7,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,8,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
an eagle,9,1.0,9,36,Simplicity,1,0.16,-52.824049155474626,1,1.0
a seal,1,3.0,25,36,Simplicity,3,0.16,-244.04853474398612,1,0.4368000000000001
a seal,2,2.0,25,36,Simplicity,2,0.16,-218.14603791021142,1,0.52
a seal,3,2.0,25,36,Simplicity,2,0.16,-218.14603791021142,1,0.52
a seal,4,2.0,25,36,Simplicity,2,0.16,-227.26498194661764,1,0.5072000000000001
a seal,5,2.0,25,36,Simplicity,2,0.16,-223.09676390130406,1,0.5008
a seal,6,2.0,25,36,Simplicity,2,0.16,-223.01453027889306,1,0.52
a seal,7,2.0,25,36,Simplicity,2,0.16,-222.40457959627224,1,0.5392
a seal,8,2.0,25,36,Simplicity,2,0.16,-226.23668426756154,1,0.52
a seal,9,2.0,25,36,Simplicity,2,0.16,-224.90764240313067,1,0.5072000000000001
an ostrich,1,2.0,25,36,Simplicity,2,0.16,-144.0909216083159,1,0.9232
an ostrich,2,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,3,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,4,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,5,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,6,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,7,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,8,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
an ostrich,9,1.0,25,36,Simplicity,1,0.16,-123.72723653434184,1,1.0
a whale,1,3.48,25,36,Simplicity,3,0.16,-351.2347734015562,1,0.7824
a whale,2,2.0,25,36,Simplicity,2,0.16,-340.2830767384061,1,0.9232
a whale,3,1.0,25,36,Simplicity,1,0.16,-324.73947535474423,1,1.0
a whale,4,1.0,25,36,Simplicity,1,0.16,-324.73947535474423,1,1.0
a whale,5,1.0,25,36,Simplicity,1,0.16,-324.73947535474423,1,1.0
