Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable
Hillary Clinton,1,3.0,25,36,Simplicity,3,0.16,-252.5831758922568,1,0.3472
Hillary Clinton,2,3.0,25,36,Simplicity,3,0.16,-243.08632116254142,1,0.4176000000000001
Hillary Clinton,3,3.0,25,36,Simplicity,3,0.16,-235.24011353545416,1,0.49440000000000006
Hillary Clinton,4,3.0,25,36,Simplicity,3,0.16,-234.5399311692242,1,0.5776
Hillary Clinton,5,2.0,25,36,Simplicity,2,0.16,-216.62106635426824,1,0.5648000000000001
Hillary Clinton,6,2.0,25,36,Simplicity,2,0.16,-217.73078465614103,1,0.5968
Hillary Clinton,7,2.0,25,36,Simplicity,2,0.16,-210.08908419828452,1,0.8528
Hillary Clinton,8,1.0,25,36,Simplicity,1,0.16,-184.72436714635728,1,1.0
Hillary Clinton,9,1.0,25,36,Simplicity,1,0.16,-184.72436714635728,1,1.0
Donald Trump,1,5.0,25,36,Simplicity,5,0.16,-328.6297174316372,1,0.24480000000000002
Donald Trump,2,4.0,25,36,Simplicity,4,0.16,-298.84929474341294,1,0.34719999999999995
Donald Trump,3,3.0,25,36,Simplicity,3,0.16,-283.39983732841256,1,0.4112
Donald Trump,4,3.0,25,36,Simplicity,3,0.16,-283.07421367391197,1,0.5168000000000001
Donald Trump,5,2.0,25,36,Simplicity,2,0.16,-259.12218265213943,1,0.6352
Donald Trump,6,2.0,25,36,Simplicity,2,0.16,-261.7142120737151,1,0.5968
Donald Trump,7,2.0,25,36,Simplicity,2,0.16,-256.2893440406374,1,0.9232
Donald Trump,8,1.0,25,36,Simplicity,1,0.16,-234.0490434523771,1,1.0
Donald Trump,9,1.0,25,36,Simplicity,1,0.16,-234.0490434523771,1,1.0
Joe Biden,1,2.0,25,36,Simplicity,2,0.16,-153.8516019578762,1,0.9232
Joe Biden,2,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,3,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,4,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,5,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,6,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,7,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,8,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Joe Biden,9,1.0,25,36,Simplicity,1,0.16,-136.28505224262884,1,1.0
Elizabeth Warren,1,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,2,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,3,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,4,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,5,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,6,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,7,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,8,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Elizabeth Warren,9,1.0,25,36,Simplicity,1,0.16,-170.4890691328056,1,1.0
Ronald Reagan,1,3.0,25,36,Simplicity,3,0.16,-326.63979115462627,1,0.4112
Ronald Reagan,2,2.0,25,36,Simplicity,2,0.16,-292.7793666571616,1,0.7311999999999999
Ronald Reagan,3,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,4,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,5,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,6,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,7,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,8,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Ronald Reagan,9,1.0,25,36,Simplicity,1,0.16,-267.979124056879,1,1.0
Bernie Sanders,1,3.0,25,36,Simplicity,3,0.16,-250.36735371060846,1,0.48160000000000003
Bernie Sanders,2,3.0,25,36,Simplicity,3,0.16,-246.2701654622311,1,0.7215999999999999
Bernie Sanders,3,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,4,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,5,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,6,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,7,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,8,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
Bernie Sanders,9,1.0,25,36,Simplicity,1,0.16,-191.11792810051003,1,1.0
George W. Bush,1,4.0,25,36,Simplicity,4,0.16,-333.66421693568276,1,0.3536
George W. Bush,2,2.0,25,36,Simplicity,2,0.16,-280.4212464155687,1,0.6352
George W. Bush,3,2.0,25,36,Simplicity,2,0.16,-278.84875095404664,1,0.6352
George W. Bush,4,2.0,25,36,Simplicity,2,0.16,-280.39209755521927,1,0.6800000000000002
George W. Bush,5,2.0,25,36,Simplicity,2,0.16,-282.825178477034,1,0.6352
George W. Bush,6,2.0,25,36,Simplicity,2,0.16,-275.88280301398754,1,0.8528
