Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable
Hillary Clinton,1,21.842434210526317,20,36,Simplicity,9,0.16,-484.1363318386269,1,0.17500000000000002
Hillary Clinton,2,16.354934210526316,20,36,Simplicity,8,0.16,-478.99679245292106,1,0.20500000000000002
Hillary Clinton,3,6.85,20,36,Simplicity,4,0.16,-447.06762230197756,1,0.7299999999999998
Hillary Clinton,4,3.95,20,36,Simplicity,3,0.16,-442.9852692856341,1,0.815
Hillary Clinton,5,2.0,20,36,Simplicity,2,0.16,-442.792113492383,1,0.9049999999999999
Hillary Clinton,6,3.95,20,36,Simplicity,3,0.16,-450.0371334743769,1,0.815
Hillary Clinton,7,2.0,20,36,Simplicity,2,0.16,-442.792113492383,1,0.9049999999999999
Hillary Clinton,8,2.0,20,36,Simplicity,2,0.16,-442.792113492383,1,0.9049999999999999
Hillary Clinton,9,3.95,20,36,Simplicity,3,0.16,-442.9852692856341,1,0.815
Donald Trump,1,12.76,25,36,Simplicity,7,0.16,-564.7222688656625,1,0.30879999999999996
Donald Trump,2,6.92,25,36,Simplicity,5,0.16,-553.6406399027361,1,0.5424
Donald Trump,3,5.92,25,36,Simplicity,4,0.16,-538.0080036968409,1,0.7152
Donald Trump,4,2.0,25,36,Simplicity,2,0.16,-540.628095890112,1,0.8528
Donald Trump,5,6.88,25,36,Simplicity,4,0.16,-539.2076429755533,1,0.7792000000000001
Donald Trump,6,3.96,25,36,Simplicity,3,0.16,-528.9737789801676,1,0.8496000000000001
Donald Trump,7,3.96,25,36,Simplicity,3,0.16,-528.9737789801676,1,0.8496000000000001
Donald Trump,8,3.96,25,36,Simplicity,3,0.16,-528.9737789801676,1,0.8496000000000001
Donald Trump,9,3.96,25,36,Simplicity,3,0.16,-528.9737789801676,1,0.8496000000000001
Joe Biden,1,1.0,9,36,Simplicity,1,0.16,-202.75754260411824,1,1.0
Joe Biden,2,1.0,9,36,Simplicity,1,0.16,-202.75754260411824,1,1.0
