Concept,Iteration,S_Chao1,NumberOfPeople,NumberOfTrials,Prior,Tables,Alpha,Posterior,Chain,ProbabilityOfSameTable
Hillary Clinton,1,67.91833333333332,25,36,Simplicity,18,0.16,-669.0369413911222,1,0.0752
Hillary Clinton,2,75.39916666666666,25,36,Simplicity,15,0.16,-675.6641263485651,1,0.10400000000000005
Hillary Clinton,3,110.08,25,36,Simplicity,16,0.16,-667.197960860399,1,0.15839999999999985
Hillary Clinton,4,31.439999999999998,25,36,Simplicity,12,0.16,-658.3772026839238,1,0.2575999999999999
Hillary Clinton,5,32.519999999999996,25,36,Simplicity,9,0.16,-651.0482384812432,1,0.42719999999999997
Hillary Clinton,6,15.6,25,36,Simplicity,6,0.16,-646.55022190906,1,0.6480000000000004
Hillary Clinton,7,25.28,25,36,Simplicity,8,0.16,-659.3187640747362,1,0.47840000000000005
Hillary Clinton,8,3.96,25,36,Simplicity,3,0.16,-643.7770232987058,1,0.8496000000000001
Hillary Clinton,9,6.88,25,36,Simplicity,4,0.16,-646.5640559190933,1,0.7792000000000001
Donald Trump,1,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,2,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,3,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,4,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,5,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,6,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,7,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,8,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Donald Trump,9,3.96,25,36,Simplicity,3,0.16,-597.8857161626471,1,0.8496000000000001
Joe Biden,1,26.098333333333333,25,36,Simplicity,13,0.16,-642.5838493454563,1,0.10400000000000002
Joe Biden,2,26.96,25,36,Simplicity,14,0.16,-644.2973094029046,1,0.11680000000000004
Joe Biden,3,21.0,25,36,Simplicity,9,0.16,-630.16557496363,1,0.21599999999999991
Joe Biden,4,11.32,25,36,Simplicity,7,0.16,-625.0426843563728,1,0.296
Joe Biden,5,15.68,25,36,Simplicity,8,0.16,-624.6404198665596,1,0.24479999999999996
Joe Biden,6,15.68,25,36,Simplicity,8,0.16,-624.6404198665596,1,0.24479999999999996
Joe Biden,7,33.519999999999996,25,36,Simplicity,10,0.16,-631.8676873615556,1,0.27359999999999995
Joe Biden,8,26.28,25,36,Simplicity,9,0.16,-627.0764490511157,1,0.28639999999999993
Joe Biden,9,16.6,25,36,Simplicity,7,0.16,-622.0713834430027,1,0.408
Elizabeth Warren,1,71.08,25,36,Simplicity,13,0.16,-646.5357085493756,1,0.2543999999999999
Elizabeth Warren,2,10.76,25,36,Simplicity,5,0.16,-620.3948837460212,1,0.7120000000000001
Elizabeth Warren,3,10.76,25,36,Simplicity,5,0.16,-618.7587176531456,1,0.7120000000000001
Elizabeth Warren,4,3.96,25,36,Simplicity,3,0.16,-618.9479501638152,1,0.8496000000000001
Elizabeth Warren,5,3.96,25,36,Simplicity,3,0.16,-619.1267257907974,1,0.8496000000000001
Elizabeth Warren,6,2.0,25,36,Simplicity,2,0.16,-616.2288148076657,1,0.9232
Elizabeth Warren,7,6.88,25,36,Simplicity,4,0.16,-618.6952080220866,1,0.7792000000000001
Elizabeth Warren,8,3.96,25,36,Simplicity,3,0.16,-617.8681157764024,1,0.8496000000000001
Elizabeth Warren,9,3.96,25,36,Simplicity,3,0.16,-619.1267257907974,1,0.8496000000000001
Ronald Reagan,1,55.199999999999996,25,36,Simplicity,12,0.16,-635.6961153665129,1,0.20319999999999988
Ronald Reagan,2,11.76,25,36,Simplicity,6,0.16,-628.5179553182475,1,0.49440000000000006
Ronald Reagan,3,6.88,25,36,Simplicity,4,0.16,-609.8281704826318,1,0.7792000000000001
Ronald Reagan,4,10.76,25,36,Simplicity,5,0.16,-600.8891164020154,1,0.7120000000000001
Ronald Reagan,5,3.96,25,36,Simplicity,3,0.16,-600.460194639002,1,0.8496000000000001
Ronald Reagan,6,3.96,25,36,Simplicity,3,0.16,-600.460194639002,1,0.8496000000000001
Ronald Reagan,7,10.76,25,36,Simplicity,5,0.16,-606.4450187687045,1,0.7120000000000001
Ronald Reagan,8,6.88,25,36,Simplicity,4,0.16,-600.5756451946719,1,0.7792000000000001
Ronald Reagan,9,3.96,25,36,Simplicity,3,0.16,-600.5857879727943,1,0.8496000000000001
Bernie Sanders,1,21.0,25,36,Simplicity,9,0.16,-605.6122606370722,1,0.19999999999999996
Bernie Sanders,2,17.6,25,36,Simplicity,8,0.16,-598.9954815501557,1,0.26080000000000003
Bernie Sanders,3,14.68,25,36,Simplicity,7,0.16,-592.4473788420017,1,0.3216
Bernie Sanders,4,16.6,25,36,Simplicity,7,0.16,-582.343735642457,1,0.34079999999999994
Bernie Sanders,5,22.4,25,36,Simplicity,8,0.16,-584.5319515659137,1,0.36319999999999997
Bernie Sanders,6,25.28,25,36,Simplicity,8,0.16,-577.4739267134734,1,0.47840000000000005
Bernie Sanders,7,21.4,25,36,Simplicity,7,0.16,-572.0585658736599,1,0.5872000000000003
Bernie Sanders,8,6.88,25,36,Simplicity,4,0.16,-565.5484428782561,1,0.7792000000000001
Bernie Sanders,9,10.76,25,36,Simplicity,5,0.16,-565.2205765006757,1,0.7120000000000001
George W. Bush,1,45.56,25,36,Simplicity,11,0.16,-641.3277423763137,1,0.22239999999999993
George W. Bush,2,10.32,25,36,Simplicity,6,0.16,-645.8327543859085,1,0.3344
George W. Bush,3,16.6,25,36,Simplicity,7,0.16,-633.4481325720114,1,0.34079999999999994
George W. Bush,4,11.76,25,36,Simplicity,6,0.16,-626.5384618065802,1,0.39840000000000003
George W. Bush,5,7.88,25,36,Simplicity,5,0.16,-622.3784477623384,1,0.5072000000000002
George W. Bush,6,15.6,25,36,Simplicity,6,0.16,-605.3541714976657,1,0.6480000000000004
George W. Bush,7,10.76,25,36,Simplicity,5,0.16,-604.4703530892389,1,0.7120000000000001
George W. Bush,8,3.96,25,36,Simplicity,3,0.16,-604.4663673631809,1,0.8496000000000001
George W. Bush,9,3.96,25,36,Simplicity,3,0.16,-606.9316030312519,1,0.8496000000000001
Barack Obama,1,29.796666666666667,25,36,Simplicity,16,0.16,-665.933377570604,1,0.08160000000000003
Barack Obama,2,16.456,25,36,Simplicity,13,0.16,-660.5504662483941,1,0.10720000000000005
Barack Obama,3,19.84,25,36,Simplicity,12,0.16,-657.9119667814269,1,0.15839999999999993
Barack Obama,4,23.24,25,36,Simplicity,13,0.16,-662.6172162820407,1,0.1487999999999999
Barack Obama,5,8.44,25,36,Simplicity,7,0.16,-637.9063265289201,1,0.43360000000000004
Barack Obama,6,5.16,25,36,Simplicity,5,0.16,-636.6438845468454,1,0.5391999999999999
Barack Obama,7,6.64,25,36,Simplicity,6,0.16,-636.6338376242786,1,0.4848000000000001
Barack Obama,8,5.16,25,36,Simplicity,5,0.16,-639.4554978429143,1,0.5391999999999999
Barack Obama,9,5.96,25,36,Simplicity,5,0.16,-638.6710842316737,1,0.5936
Abraham Lincoln,1,57.199999999999996,25,36,Simplicity,14,0.16,-628.617537628327,1,0.11680000000000004
Abraham Lincoln,2,34.519999999999996,25,36,Simplicity,11,0.16,-632.104060590741,1,0.17119999999999994
Abraham Lincoln,3,17.6,25,36,Simplicity,8,0.16,-617.6233424332823,1,0.29279999999999995
Abraham Lincoln,4,10.32,25,36,Simplicity,6,0.16,-615.1358817417449,1,0.41119999999999995
Abraham Lincoln,5,2.0,25,36,Simplicity,2,0.16,-609.374912540554,1,0.6352
Abraham Lincoln,6,2.0,25,36,Simplicity,2,0.16,-603.2412406518816,1,0.8528
