participantID,wordSetID,rt,word,button_pressed,response_r,response_g,response_b,response_munsell,trial_index,time_elapsed,condition
652,0,4057.71500011906,sadness,18,173,204,247,5PB8/6,16,47962,block1_target_trial
652,0,2500.535000115633,pheasant,13,252,190,0,5Y8/14,17,50966,block1_target_trial
652,0,1781.775000039488,barley,26,64,196,164,10G7/8,18,53249,block1_target_trial
652,0,2177.309999940917,appearance,0,245,225,219,10R9/2,19,55932,block1_target_trial
652,0,1508.21499992162,sun,13,252,190,0,5Y8/14,20,57943,block1_target_trial
652,0,1984.5050000585616,rose,33,239,107,106,5R6/12,21,60431,block1_target_trial
652,0,1752.7950000949204,bone,0,245,225,219,10R9/2,22,62689,block1_target_trial
652,0,1708.4250000771135,fish,28,99,185,228,10B7/8,23,64900,block1_target_trial
652,0,1497.1900000236928,rock,43,163,162,162,N6,24,66900,block1_target_trial
652,0,1700.5600000265986,playfulness,42,226,110,159,5RP6/12,25,69103,block1_target_trial
652,0,1768.709999974817,excitement,23,244,150,0,10YR7/14,26,71375,block1_target_trial
652,0,1503.5749999806285,shampoo,50,0,146,196,10B5/12,27,73381,block1_target_trial
652,0,1406.6249998286366,chalk,0,245,225,219,10R9/2,28,75291,block1_target_trial
652,0,4527.694999938831,divinity,63,132,71,157,5P4/12,29,80321,block1_target_trial
652,0,2400.27999994345,loyal,51,124,112,186,10PB5/10,30,83225,block1_target_trial
652,0,2255.875000031665,optimism,13,252,190,0,5Y8/14,31,85983,block1_target_trial
652,0,1632.6500000432134,urge,49,0,147,152,10BG5/10,32,88119,block1_target_trial
652,0,1462.6249999273568,lemon,2,238,234,140,10Y9/6,33,90085,block1_target_trial
652,0,2033.2649999763817,robin,44,216,65,0,10R5/16,34,92621,block1_target_trial
652,0,2501.864999998361,pain,80,46,52,38,5GY2/2,35,95626,block1_target_trial
652,0,1970.54999996908,ache,66,137,34,17,10R3/10,36,98099,block1_target_trial
652,0,1399.3249998893589,desire,44,216,65,0,10R5/16,37,100001,block1_target_trial
652,0,1847.1450000070035,faith,13,252,190,0,5Y8/14,38,102351,block1_target_trial
652,0,1811.099999817088,success,63,132,71,157,5P4/12,39,104665,block1_target_trial
652,0,1208.549999864772,romance,44,216,65,0,10R5/16,40,106377,block1_target_trial
652,0,2614.555000094697,corpse,87,59,58,58,N2,41,109494,block1_target_trial
652,0,1663.5900000110269,temptation,44,216,65,0,10R5/16,42,111661,block1_target_trial
652,0,1519.510000012815,staple,48,0,149,112,10G5/10,43,113684,block1_target_trial
652,0,1284.5299998298287,energy,24,203,172,0,10Y7/12,44,115471,block1_target_trial
652,0,1776.5049999579787,relief,23,244,150,0,10YR7/14,45,117750,block1_target_trial
652,0,1575.0599999446422,fork,87,59,58,58,N2,46,119829,block1_target_trial
652,0,2058.930000057444,heroism,63,132,71,157,5P4/12,47,122390,block1_target_trial
652,0,1439.8300000466406,gloom,18,173,204,247,5PB8/6,48,124333,block1_target_trial
652,0,2032.6249999925496,boat,50,0,146,196,10B5/12,49,126869,block1_target_trial
652,0,3590.0250000413507,mansion,57,116,95,21,5Y4/6,50,130962,block1_target_trial
652,0,2078.734999988228,toe,11,254,185,179,5R8/6,51,133544,block1_target_trial
652,0,1758.5549999494106,computer,76,82,82,81,N3,52,135806,block1_target_trial
652,0,1522.5299999583513,heaven,50,0,146,196,10B5/12,54,139587,block1_target_trial
652,0,1499.0049998741597,tarantula,87,59,58,58,N2,55,141589,block1_target_trial
652,0,2273.5199998132885,belt,83,0,63,80,5B2/6,56,144365,block1_target_trial
300,0,21589.12000001874,faith,47,54,142,15,10GY5/12,16,129632,block1_target_trial
652,0,5412.385000148788,temptation,44,216,65,0,10R5/16,58,155247,block2_target_trial
300,0,3044.454999966547,success,47,54,142,15,10GY5/12,17,133182,block1_target_trial
652,0,1132.175000151619,romance,44,216,65,0,10R5/16,60,160904,block2_target_trial
300,0,6640.285000030417,sadness,80,46,52,38,5GY2/2,18,140329,block1_target_trial
652,0,2276.044999947771,robin,44,216,65,0,10R5/16,63,167866,block2_target_trial
300,0,4246.539999963716,toe,3,200,241,191,10GY9/4,19,145082,block1_target_trial
652,0,1432.859999826178,corpse,87,59,58,58,N2,65,170999,block2_target_trial
652,0,3105.784999905154,sadness,6,216,232,240,10B9/2,67,175780,block2_target_trial
300,0,6713.464999978896,corpse,25,103,196,96,10GY7/10,20,152301,block1_target_trial
300,0,4061.4150000037625,sun,34,231,111,0,5YR6/14,21,156870,block1_target_trial
652,0,1502.9649999924004,playfulness,13,252,190,0,5Y8/14,69,181540,block2_target_trial
300,0,4935.354999965057,pheasant,25,103,196,96,10GY7/10,22,162311,block1_target_trial
652,0,1889.6600001025945,barley,25,103,196,96,10GY7/10,71,186657,block2_target_trial
652,0,1511.49500021711,shampoo,61,0,121,148,5B4/10,73,190165,block2_target_trial
519,0,3269.185000041034,playfulness,23,244,150,0,10YR7/14,16,176582,block1_target_trial
300,0,5304.194999975152,rose,33,239,107,106,5R6/12,23,168120,block1_target_trial
519,0,1559.6999999834225,relief,17,158,211,223,5B8/4,17,178646,block1_target_trial
652,0,1260.054999962449,appearance,0,245,225,219,10R9/2,75,193343,block2_target_trial
519,0,2911.614999989979,gloom,78,75,41,23,5YR2/4,18,182070,block1_target_trial
652,0,1643.9100001007318,pain,77,99,14,38,5R2/8,77,196691,block2_target_trial
300,0,6034.594999975525,energy,23,244,150,0,10YR7/14,24,174659,block1_target_trial
652,0,2032.230000011623,lemon,2,238,234,140,10Y9/6,79,200870,block2_target_trial
519,0,5023.189999978058,loyal,55,190,26,52,5R4/14,19,187598,block1_target_trial
300,0,3749.654999992345,belt,2,238,234,140,10Y9/6,25,178920,block1_target_trial
652,0,1107.7149999327958,chalk,0,245,225,219,10R9/2,81,203971,block2_target_trial
314,0,4552.589999977499,desire,51,124,112,186,10PB5/10,16,212889,block1_target_trial
519,0,2119.0349999815226,computer,21,202,202,202,N8,21,192590,block1_target_trial
314,0,1663.6500000022352,heroism,45,170,103,0,10YR5/10,17,215059,block1_target_trial
652,0,1830.294999992475,optimism,13,252,190,0,5Y8/14,83,207475,block2_target_trial
314,0,1326.844999974128,ache,55,190,26,52,5R4/14,18,216893,block1_target_trial
519,0,1718.764999997802,rose,55,190,26,52,5R4/14,22,194814,block1_target_trial
300,0,6200.639999995474,romance,72,0,79,142,10B3/10,26,185632,block1_target_trial
314,0,1816.3100000238048,robin,47,54,142,15,10GY5/12,19,219217,block1_target_trial
652,0,2377.060000086203,heaven,29,173,169,229,10PB7/8,85,211641,block2_target_trial
519,0,2928.220000001602,mansion,12,255,186,123,5YR8/8,23,198246,block1_target_trial
314,0,1326.714999973774,pain,55,190,26,52,5R4/14,20,221051,block1_target_trial
300,0,4484.134999976959,tarantula,24,203,172,0,10Y7/12,27,190622,block1_target_trial
519,0,2064.635000017006,toe,78,75,41,23,5YR2/4,24,200815,block1_target_trial
314,0,1888.5499999742024,chalk,10,233,232,231,N9,21,223447,block1_target_trial
652,0,1749.3300000205636,ache,45,170,103,0,10YR5/10,87,215645,block2_target_trial
519,0,1550.0100000062955,chalk,41,170,136,191,5P6/8,25,202878,block1_target_trial
314,0,1465.435000020079,playfulness,25,103,196,96,10GY7/10,22,225417,block1_target_trial
652,0,1672.04499989748,excitement,44,216,65,0,10R5/16,89,219703,block2_target_trial
314,0,1903.9950000005776,pheasant,46,141,120,0,10Y5/8,23,227827,block1_target_trial
519,0,2095.489999977872,fork,65,107,108,107,N4,26,205491,block1_target_trial
519,0,1858.8699999963865,staple,87,59,58,58,N2,27,207870,block1_target_trial
314,0,2265.6500000157394,bone,10,233,232,231,N9,24,230599,block1_target_trial
300,0,7713.499999954365,mansion,13,252,190,0,5Y8/14,28,198842,block1_target_trial
652,0,1337.6599999610337,fork,87,59,58,58,N2,91,223388,block2_target_trial
314,0,1959.8450000048615,faith,50,0,146,196,10B5/12,25,233067,block1_target_trial
519,0,2631.9800000055693,desire,40,96,151,219,5PB6/10,28,211006,block1_target_trial
314,0,1207.0400000084192,rose,33,239,107,106,5R6/12,26,234781,block1_target_trial
652,0,1288.9149999246,mansion,57,116,95,21,5Y4/6,93,226775,block2_target_trial
314,0,1247.2500000149012,lemon,2,238,234,140,10Y9/6,27,236535,block1_target_trial
519,0,3063.9099999680184,pheasant,72,0,79,142,10B3/10,29,214574,block1_target_trial
300,0,6218.695000046864,lemon,13,252,190,0,5Y8/14,29,205566,block1_target_trial
519,0,2614.9100000038743,temptation,77,99,14,38,5R2/8,30,217702,block1_target_trial
300,0,2848.0499999714084,divinity,15,135,220,178,5G8/6,30,208920,block1_target_trial
314,0,6630.525000044145,sadness,72,0,79,142,10B3/10,28,243673,block1_target_trial
519,0,3663.319999992382,heroism,27,29,194,202,10BG7/8,31,221870,block1_target_trial
314,0,1481.8649999797344,computer,37,29,171,113,5G6/10,29,245661,block1_target_trial
519,0,2237.585000053514,robin,22,254,147,109,10R7/10,32,224622,block1_target_trial
314,0,1501.1299999896437,heaven,2,238,234,140,10Y9/6,30,247671,block1_target_trial
300,0,6633.585000003222,heaven,5,205,236,235,10BG9/2,31,216060,block1_target_trial
519,0,1704.280000005383,divinity,42,226,110,159,5RP6/12,33,226830,block1_target_trial
314,0,1379.3900000164283,success,2,238,234,140,10Y9/6,31,249553,block1_target_trial
652,0,13135.550000006331,computer,87,59,58,58,N2,95,242220,block2_target_trial
314,0,1497.8550000232644,staple,10,233,232,231,N9,32,251557,block1_target_trial
300,0,2734.5949999871664,chalk,1,255,225,176,10YR9/4,32,219300,block1_target_trial
519,0,2268.4400000143796,romance,55,190,26,52,5R4/14,34,229606,block1_target_trial
314,0,2334.470000001602,belt,87,59,58,58,N2,33,254399,block1_target_trial
519,0,2144.2950000055134,boat,18,173,204,247,5PB8/6,35,232254,block1_target_trial
652,0,2890.849999850616,urge,49,0,147,152,10BG5/10,97,247142,block2_target_trial
300,0,3305.4550000233576,rock,47,54,142,15,10GY5/12,33,223110,block1_target_trial
314,0,2514.394999947399,mansion,64,169,50,112,5RP4/12,34,257419,block1_target_trial
519,0,2503.224999993108,optimism,47,54,142,15,10GY5/12,36,235262,block1_target_trial
652,0,1461.0699999611825,desire,44,216,65,0,10R5/16,99,250933,block2_target_trial
314,0,1550.4450000007637,fork,54,136,137,135,N5,35,259479,block1_target_trial
300,0,4274.064999946859,playfulness,47,54,142,15,10GY5/12,34,227889,block1_target_trial
314,0,2088.4899999946356,urge,33,239,107,106,5R6/12,36,262075,block1_target_trial
300,0,2343.6900000087917,bone,13,252,190,0,5Y8/14,35,230739,block1_target_trial
519,0,5656.005000055302,tarantula,58,93,100,0,5GY4/8,37,241426,block1_target_trial
314,0,1406.1400000355206,divinity,63,132,71,157,5P4/12,37,263989,block1_target_trial
652,0,4324.389999965206,gloom,28,99,185,228,10B7/8,101,257145,block2_target_trial
300,0,1713.9200000092387,robin,14,184,216,68,5GY8/10,36,232959,block1_target_trial
314,0,1440.2549999649636,optimism,2,238,234,140,10Y9/6,38,265935,block1_target_trial
519,0,1747.365000017453,sun,2,238,234,140,10Y9/6,38,243678,block1_target_trial
300,0,2523.67000002414,staple,2,238,234,140,10Y9/6,37,235990,block1_target_trial
314,0,1927.624999952968,fish,49,0,147,152,10BG5/10,39,268371,block1_target_trial
652,0,1112.7200000919402,toe,0,245,225,219,10R9/2,103,260306,block2_target_trial
519,0,2680.999999982305,faith,85,73,31,87,5P2/8,39,246861,block1_target_trial
314,0,1598.7849999801256,boat,79,56,49,32,5Y2/2,40,270477,block1_target_trial
300,0,1903.5000000149012,temptation,26,64,196,164,10G7/8,38,238398,block1_target_trial
652,0,1388.9850000850856,tarantula,87,59,58,58,N2,105,263671,block2_target_trial
519,0,2208.8949999888428,urge,75,139,23,66,10RP3/10,40,249573,block1_target_trial
314,0,1413.559999957215,excitement,24,203,172,0,10Y7/12,41,272399,block1_target_trial
300,0,2515.170000027865,shampoo,26,64,196,164,10G7/8,39,241418,block1_target_trial
314,0,1921.4849999989383,toe,64,169,50,112,5RP4/12,42,274827,block1_target_trial
652,0,1405.585000058636,rock,54,136,137,135,N5,107,266984,block2_target_trial
519,0,3424.005000037141,ache,80,46,52,38,5GY2/2,41,253501,block1_target_trial
300,0,1645.699999993667,gloom,15,135,220,178,5G8/6,40,243568,block1_target_trial
314,0,1736.3350000232458,corpse,44,216,65,0,10R5/16,43,277071,block1_target_trial
652,0,1357.2549999225885,pheasant,13,252,190,0,5Y8/14,109,270034,block2_target_trial
300,0,2234.244999999646,boat,16,151,214,204,5BG8/4,41,246312,block1_target_trial
519,0,2411.229999968782,belt,83,0,63,80,5B2/6,42,256417,block1_target_trial
314,0,2809.4549999805167,appearance,32,181,182,181,N7,44,280387,block1_target_trial
300,0,1723.7849999801256,relief,4,203,237,224,10G9/2,42,248542,block1_target_trial
519,0,1831.3750000088476,fish,14,184,216,68,5GY8/10,43,258765,block1_target_trial
314,0,1759.2050000093875,relief,60,0,118,107,5BG4/8,45,282653,block1_target_trial
652,0,2543.210000032559,faith,45,170,103,0,10YR5/10,111,275436,block2_target_trial
519,0,2616.8849999667145,lemon,13,252,190,0,5Y8/14,44,261885,block1_target_trial
314,0,2103.2649999833666,romance,75,139,23,66,10RP3/10,46,285265,block1_target_trial
300,0,4354.5000000158325,loyal,6,216,232,240,10B9/2,43,253401,block1_target_trial
519,0,2572.4449999979697,barley,47,54,142,15,10GY5/12,45,264965,block1_target_trial
314,0,1786.1249999841675,tarantula,45,170,103,0,10YR5/10,47,287557,block1_target_trial
300,0,1635.46999997925,desire,4,203,237,224,10G9/2,44,255541,block1_target_trial
314,0,1256.0649999650195,shampoo,34,231,111,0,5YR6/14,48,289319,block1_target_trial
300,0,1789.0599999809638,optimism,3,200,241,191,10GY9/4,45,257836,block1_target_trial
314,0,1368.6049999669194,sun,13,252,190,0,5Y8/14,49,291193,block1_target_trial
519,0,3392.7350000012666,success,59,0,117,66,5G4/10,46,268861,block1_target_trial
519,0,2023.794999986421,heaven,29,173,169,229,10PB7/8,47,271389,block1_target_trial
314,0,2248.844999994617,rock,65,107,108,107,N4,50,293949,block1_target_trial
300,0,5408.8550000451505,excitement,47,54,142,15,10GY5/12,46,263751,block1_target_trial
314,0,1728.560000017751,barley,2,238,234,140,10Y9/6,51,296183,block1_target_trial
652,0,11821.3949999772,success,44,216,65,0,10R5/16,113,289797,block2_target_trial
519,0,3734.0599999879487,sadness,10,233,232,231,N9,48,275642,block1_target_trial
314,0,1535.6599999940954,loyal,61,0,121,148,5B4/10,52,298227,block1_target_trial
300,0,1683.88500000583,fork,3,200,241,191,10GY9/4,47,265940,block1_target_trial
314,0,1587.2950000339188,gloom,87,59,58,58,N2,53,300325,block1_target_trial
519,0,2331.6650000051595,appearance,22,254,147,109,10R7/10,49,278477,block1_target_trial
652,0,1787.5400001648811,loyal,35,187,139,0,5Y6/10,115,293652,block2_target_trial
300,0,3394.3499999586493,computer,5,205,236,235,10BG9/2,48,269840,block1_target_trial
314,0,2209.035000007134,temptation,47,54,142,15,10GY5/12,54,303041,block1_target_trial
519,0,2000.930000038352,energy,38,0,173,154,5BG6/10,50,280981,block1_target_trial
300,0,1453.5299999988638,appearance,4,203,237,224,10G9/2,49,271800,block1_target_trial
314,0,1251.7450000159442,energy,36,136,152,0,5GY6/10,55,304803,block1_target_trial
652,0,1202.7899997774512,sun,13,252,190,0,5Y8/14,117,296799,block2_target_trial
300,0,1544.080000021495,barley,3,200,241,191,10GY9/4,50,273850,block1_target_trial
652,0,1104.1600001044571,bone,0,245,225,219,10R9/2,119,300164,block2_target_trial
652,0,1329.2249999940395,energy,13,252,190,0,5Y8/14,121,303175,block2_target_trial
652,0,192.95500009320676,fish,82,0,62,57,5BG2/6,123,304846,block2_target_trial
519,0,9378.544999985024,bone,5,205,236,235,10BG9/2,51,290864,block1_target_trial
519,0,1748.989999992773,shampoo,25,103,196,96,10GY7/10,52,293117,block1_target_trial
314,0,3213.1550000049174,tarantula,66,137,34,17,10R3/10,58,317119,block2_target_trial
300,0,6893.5899999924,fish,54,136,137,135,N5,52,285100,block1_target_trial
519,0,3542.3849999788217,corpse,80,46,52,38,5GY2/2,53,297165,block1_target_trial
300,0,2104.2250000173226,ache,4,203,237,224,10G9/2,53,287709,block1_target_trial
652,0,2585.135000059381,rose,33,239,107,106,5R6/12,125,312779,block2_target_trial
314,0,1607.579999952577,energy,47,54,142,15,10GY5/12,60,321701,block2_target_trial
300,0,2385.279999987688,heroism,2,238,234,140,10Y9/6,54,290599,block1_target_trial
652,0,958.8999999687076,staple,26,64,196,164,10G7/8,127,315406,block2_target_trial
314,0,1295.220000029076,belt,87,59,58,58,N2,62,325131,block2_target_trial
652,0,1258.7999999523165,heroism,63,132,71,157,5P4/12,129,318293,block2_target_trial
300,0,3432.8150000073947,pain,44,216,65,0,10R5/16,55,294539,block1_target_trial
300,0,1802.079999994021,urge,3,200,241,191,10GY9/4,56,296849,block1_target_trial
519,0,9392.244999995455,excitement,13,252,190,0,5Y8/14,54,307061,block1_target_trial
652,0,1325.3099999856204,belt,87,59,58,58,N2,131,321367,block2_target_trial
652,0,1186.4749998785555,boat,50,0,146,196,10B5/12,133,324126,block2_target_trial
314,0,2408.259999996517,success,50,0,146,196,10B5/12,64,333222,block2_target_trial
519,0,4598.844999971334,pain,55,190,26,52,5R4/14,55,312165,block1_target_trial
652,0,2272.340000141412,relief,44,216,65,0,10R5/16,135,327805,block2_target_trial
314,0,1239.9049999658018,sadness,72,0,79,142,10B3/10,66,336346,block2_target_trial
300,0,4651.215000019874,success,47,54,142,15,10GY5/12,58,304918,block2_target_trial
652,0,1209.559999871999,divinity,38,0,173,154,5BG6/10,137,331119,block2_target_trial
314,0,1687.7600000007078,bone,21,202,202,202,N8,68,340311,block2_target_trial
519,0,5664.170000003651,rock,65,107,108,107,N4,56,318333,block1_target_trial
314,0,1287.8299999865703,barley,2,238,234,140,10Y9/6,70,343836,block2_target_trial
314,0,1887.8350000013595,rose,55,190,26,52,5R4/14,72,347857,block2_target_trial
314,0,2233.8999999919906,loyal,47,54,142,15,10GY5/12,74,351999,block2_target_trial
314,0,1751.7099999822676,desire,63,132,71,157,5P4/12,76,355651,block2_target_trial
300,0,2414.5450000069104,relief,2,238,234,140,10Y9/6,60,328512,block2_target_trial
314,0,1471.980000031181,urge,44,216,65,0,10R5/16,78,361940,block2_target_trial
314,0,1240.059999981895,pain,55,190,26,52,5R4/14,80,365554,block2_target_trial
314,0,1616.0350000136532,faith,50,0,146,196,10B5/12,82,369285,block2_target_trial
314,0,1831.1700000194833,boat,59,0,117,66,5G4/10,84,373131,block2_target_trial
300,0,5265.494999999646,bone,3,200,241,191,10GY9/4,62,343591,block2_target_trial
314,0,1567.8399999742396,optimism,2,238,234,140,10Y9/6,86,376496,block2_target_trial
314,0,1342.4200000008568,fish,50,0,146,196,10B5/12,88,379956,block2_target_trial
314,0,1575.5400000489317,excitement,24,203,172,0,10Y7/12,90,383522,block2_target_trial
300,0,2414.7000000230037,urge,5,205,236,235,10BG9/2,64,352470,block2_target_trial
314,0,1959.6099999616856,temptation,55,190,26,52,5R4/14,92,387373,block2_target_trial
314,0,2119.635000010021,computer,40,96,151,219,5PB6/10,94,391507,block2_target_trial
300,0,3234.9649999523535,pain,44,216,65,0,10R5/16,66,361150,block2_target_trial
314,0,1839.5299999974668,lemon,13,252,190,0,5Y8/14,96,395697,block2_target_trial
519,0,2569.499999983236,corpse,79,56,49,32,5Y2/2,58,373564,block2_target_trial
314,0,2302.945000003092,corpse,44,216,65,0,10R5/16,98,400391,block2_target_trial
300,0,1975.8600000059232,desire,1,255,225,176,10YR9/4,68,368380,block2_target_trial
314,0,1727.8250000090338,relief,72,0,79,142,10B3/10,100,403795,block2_target_trial
519,0,2148.6600000062026,fish,27,29,194,202,10BG7/8,60,381980,block2_target_trial
314,0,2510.424999985844,rock,87,59,58,58,N2,103,409955,block2_target_trial
519,0,4612.725000013597,romance,55,190,26,52,5R4/14,62,389692,block2_target_trial
314,0,2810.1950000273064,gloom,82,0,62,57,5BG2/6,105,415043,block2_target_trial
300,0,5434.6300000324845,faith,47,54,142,15,10GY5/12,71,384482,block2_target_trial
519,0,2299.924999999348,heaven,17,158,211,223,5B8/4,64,395700,block2_target_trial
314,0,1551.7300000065006,toe,87,59,58,58,N2,107,418895,block2_target_trial
314,0,1263.890000001993,playfulness,35,187,139,0,5Y6/10,109,422029,block2_target_trial
519,0,3244.944999984,rock,54,136,137,135,N5,66,401708,block2_target_trial
300,0,2222.5350000080653,corpse,3,200,241,191,10GY9/4,73,392871,block2_target_trial
314,0,2889.679999963846,appearance,47,54,142,15,10GY5/12,111,427027,block2_target_trial
519,0,2980.870000028517,robin,22,254,147,109,10R7/10,68,407396,block2_target_trial
314,0,1335.964999976568,mansion,46,141,120,0,10Y5/8,113,430383,block2_target_trial
314,0,1487.750000029337,fork,62,0,113,178,5PB4/12,115,434333,block2_target_trial
314,0,1200.0250000273809,heroism,35,187,139,0,5Y6/10,117,437513,block2_target_trial
300,0,7438.364999950863,heroism,27,29,194,202,10BG7/8,75,406641,block2_target_trial
519,0,5252.604999986943,optimism,28,99,185,228,10B7/8,70,417195,block2_target_trial
314,0,1471.8850000062955,divinity,62,0,113,178,5PB4/12,119,440821,block2_target_trial
314,0,1295.6049999920651,sun,13,252,190,0,5Y8/14,121,443937,block2_target_trial
300,0,3413.174999994226,rose,33,239,107,106,5R6/12,77,414400,block2_target_trial
314,0,1357.6699999975972,pheasant,46,141,120,0,10Y5/8,123,447325,block2_target_trial
314,0,1336.219999997411,staple,21,202,202,202,N8,125,450611,block2_target_trial
519,0,9740.884999977425,mansion,15,135,220,178,5G8/6,72,429172,block2_target_trial
314,0,1375.995000009425,shampoo,61,0,121,148,5B4/10,127,453799,block2_target_trial
300,0,2888.745000003837,rock,47,54,142,15,10GY5/12,79,423140,block2_target_trial
314,0,1375.7799999439158,heaven,2,238,234,140,10Y9/6,129,457579,block2_target_trial
314,0,1319.8249999550171,robin,68,76,74,29,10Y3/4,131,461041,block2_target_trial
314,0,1310.4900000034831,ache,44,216,65,0,10R5/16,133,464309,block2_target_trial
314,0,1528.2249999581836,romance,63,132,71,157,5P4/12,135,467689,block2_target_trial
300,0,3839.1450000344776,temptation,4,203,237,224,10G9/2,81,436888,block2_target_trial
314,0,1248.1450000195764,chalk,21,202,202,202,N8,137,470541,block2_target_trial
300,0,3078.8199999951757,fish,32,181,182,181,N7,83,444562,block2_target_trial
300,0,2175.409999967087,pheasant,3,200,241,191,10GY9/4,85,451402,block2_target_trial
300,0,8594.120000023395,energy,47,54,142,15,10GY5/12,87,467280,block2_target_trial
300,0,3255.50500000827,playfulness,24,203,172,0,10Y7/12,89,476100,block2_target_trial
519,0,11884.74499998847,belt,43,163,162,162,N6,74,491964,block2_target_trial
300,0,2505.2750000031665,toe,3,200,241,191,10GY9/4,91,484609,block2_target_trial
300,0,5028.739999979734,sun,23,244,150,0,10YR7/14,93,494289,block2_target_trial
300,0,2202.4550000205636,tarantula,2,238,234,140,10Y9/6,95,501868,block2_target_trial
300,0,3664.29500002414,mansion,47,54,142,15,10GY5/12,97,510032,block2_target_trial
519,0,2447.3550000111572,excitement,29,173,169,229,10PB7/8,77,521179,block2_target_trial
300,0,2392.875000019558,divinity,1,255,225,176,10YR9/4,99,516841,block2_target_trial
519,0,2164.950000005774,appearance,40,96,151,219,5PB6/10,79,532203,block2_target_trial
300,0,3865.8000000286847,heaven,4,203,237,224,10G9/2,101,527311,block2_target_trial
300,0,2491.2100000074133,lemon,13,252,190,0,5Y8/14,103,534080,block2_target_trial
300,0,3550.6249999743886,computer,4,203,237,224,10G9/2,105,542610,block2_target_trial
519,0,13076.014999998732,divinity,59,0,117,66,5G4/10,81,555555,block2_target_trial
300,0,2445.614999975078,gloom,5,205,236,235,10BG9/2,107,549590,block2_target_trial
300,0,1815.6399999861603,appearance,2,238,234,140,10Y9/6,109,556479,block2_target_trial
300,0,3114.369999966584,shampoo,27,29,194,202,10BG7/8,111,564448,block2_target_trial
519,0,22556.715000013355,bone,0,245,225,219,10R9/2,83,581538,block2_target_trial
300,0,3883.600000001025,loyal,2,238,234,140,10Y9/6,113,573562,block2_target_trial
300,0,2854.8050000099465,excitement,7,229,228,239,10PB9/2,115,580731,block2_target_trial
519,0,8884.924999962095,gloom,68,76,74,29,10Y3/4,85,593882,block2_target_trial
300,0,3355.7049999944866,sadness,80,46,52,38,5GY2/2,117,588490,block2_target_trial
300,0,2135.7650000136346,boat,3,200,241,191,10GY9/4,119,595310,block2_target_trial
519,0,9444.62000002386,desire,75,139,23,66,10RP3/10,87,606826,block2_target_trial
300,0,1966.6449999785984,belt,2,238,234,140,10Y9/6,121,601960,block2_target_trial
300,0,3721.049999992829,romance,62,0,113,178,5PB4/12,123,610109,block2_target_trial
300,0,1826.0950000258165,staple,3,200,241,191,10GY9/4,125,616160,block2_target_trial
300,0,7013.63499998115,fork,15,135,220,178,5G8/6,127,627328,block2_target_trial
519,0,22996.639999968465,tarantula,87,59,58,58,N2,89,638426,block2_target_trial
300,0,1855.4349999758415,barley,4,203,237,224,10G9/2,129,633912,block2_target_trial
519,0,3437.165000010282,success,15,135,220,178,5G8/6,91,645241,block2_target_trial
300,0,2275.344999972731,robin,5,205,236,235,10BG9/2,131,640552,block2_target_trial
519,0,7404.999999969732,sadness,4,203,237,224,10G9/2,93,655641,block2_target_trial
300,0,1634.9250000203028,chalk,3,200,241,191,10GY9/4,133,646011,block2_target_trial
300,0,1614.0099999611266,optimism,4,203,237,224,10G9/2,135,651410,block2_target_trial
519,0,6948.210000002291,lemon,2,238,234,140,10Y9/6,95,665801,block2_target_trial
735,0,2951.390000001993,computer,87,59,58,58,N2,16,72672,block1_target_trial
300,0,2195.8449999801815,ache,3,200,241,191,10GY9/4,137,657630,block2_target_trial
735,0,2648.270000005141,belt,78,75,41,23,5YR2/4,17,75824,block1_target_trial
735,0,4429.27000002237,urge,55,190,26,52,5R4/14,18,80758,block1_target_trial
735,0,1977.5749999680556,staple,10,233,232,231,N9,19,83238,block1_target_trial
519,0,8895.140000036918,playfulness,14,184,216,68,5GY8/10,97,679369,block2_target_trial
735,0,3465.5149999889545,faith,10,233,232,231,N9,20,87208,block1_target_trial
735,0,2753.820000041742,boat,50,0,146,196,10B5/12,21,90466,block1_target_trial
735,0,2219.5150000043213,pain,55,190,26,52,5R4/14,22,93190,block1_target_trial
735,0,4073.739999963436,barley,45,170,103,0,10YR5/10,24,100174,block1_target_trial
735,0,3744.2099999752822,toe,1,255,225,176,10YR9/4,25,104422,block1_target_trial
735,0,7036.084999970626,gloom,84,0,58,101,5PB2/8,26,111962,block1_target_trial
519,0,24876.48499995703,fork,54,136,137,135,N5,99,707665,block2_target_trial
735,0,1921.8700000201352,success,13,252,190,0,5Y8/14,27,114388,block1_target_trial
519,0,1991.0699999891224,rose,66,137,34,17,10R3/10,101,713337,block2_target_trial
735,0,4640.955000009853,pheasant,21,202,202,202,N8,28,119531,block1_target_trial
735,0,2665.7649999833666,fish,28,99,185,228,10B7/8,29,122700,block1_target_trial
735,0,2748.8700000103563,chalk,10,233,232,231,N9,30,125951,block1_target_trial
735,0,3775.09499998996,divinity,10,233,232,231,N9,31,130229,block1_target_trial
519,0,5627.704999991693,heroism,87,59,58,58,N2,103,726152,block2_target_trial
735,0,2009.169999975711,rock,67,100,65,8,10YR3/6,32,132742,block1_target_trial
735,0,2210.389999963809,temptation,55,190,26,52,5R4/14,33,135455,block1_target_trial
735,0,7101.07999999309,excitement,2,238,234,140,10Y9/6,34,143060,block1_target_trial
735,0,2371.9249999849126,rose,33,239,107,106,5R6/12,35,145935,block1_target_trial
735,0,2570.0899999937974,playfulness,13,252,190,0,5Y8/14,36,149008,block1_target_trial
